Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtExposure,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1083,RL,70,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2002,2002,PConc,No,1459,GasA,Y,SBrkr,1459,0,0,2,0,3,1,6,Typ,1,Attchd,2002,2,527,Y,192,39,0,0,0,0,NA,0,9,2007,WD,Normal,192000
1084,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1964,1964,CBlock,No,1251,GasA,Y,SBrkr,1251,1,0,1,0,3,1,6,Typ,2,Attchd,1964,1,461,Y,0,116,0,0,0,0,Shed,700,3,2006,WD,Normal,160000
1085,RL,NA,13031,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1995,1996,PConc,No,691,GasA,Y,SBrkr,1498,0,0,2,1,3,1,6,Typ,1,Attchd,1995,2,409,Y,315,44,0,0,0,0,NA,0,7,2006,WD,Normal,187500
1086,RL,73,9069,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,1992,1992,PConc,Av,936,GasA,Y,SBrkr,996,1,0,1,0,2,1,5,Typ,0,Attchd,1992,2,564,Y,120,0,0,0,0,0,NA,0,4,2010,WD,Normal,147000
1087,RM,NA,1974,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,1973,1973,CBlock,No,546,GasA,Y,SBrkr,1092,0,0,1,1,3,1,6,Typ,0,Attchd,1973,1,286,Y,120,96,0,0,0,0,NA,0,5,2010,WD,Normal,83500
1088,FV,85,10574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2005,2006,PConc,Mn,1082,GasA,Y,SBrkr,1953,0,0,2,1,3,1,9,Typ,1,Attchd,2005,3,1043,Y,160,50,0,0,0,0,NA,0,5,2009,WD,Normal,252000
1089,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,2004,2004,PConc,No,970,GasA,Y,SBrkr,1709,0,0,2,0,3,1,7,Maj1,0,Detchd,2004,2,380,Y,0,40,0,0,0,0,NA,0,4,2006,WD,Normal,137500
1090,FV,37,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,2005,2005,PConc,No,1247,GasA,Y,SBrkr,1247,1,0,1,1,1,1,4,Typ,1,Attchd,2005,2,550,Y,0,84,0,0,0,0,NA,0,4,2006,WD,Normal,197000
1091,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,1950,1950,Slab,NA,0,Wall,N,FuseA,1040,0,0,2,0,2,2,6,Typ,0,Detchd,1987,2,400,Y,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,92900
1092,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,1999,2000,PConc,No,600,GasA,Y,SBrkr,1252,1,0,2,1,2,1,4,Typ,0,Detchd,1999,2,462,Y,0,48,0,0,0,0,NA,0,3,2008,WD,Normal,160000
1093,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1925,1950,PConc,No,1181,GasA,Y,SBrkr,1694,0,0,2,0,4,1,7,Typ,1,Detchd,1925,2,576,Y,342,0,128,0,0,0,NA,0,6,2008,WD,Normal,136500
1094,RL,71,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1965,1998,CBlock,Mn,864,GasA,Y,SBrkr,1200,1,0,1,1,1,1,6,Typ,0,Detchd,1977,2,884,Y,0,64,0,0,0,0,NA,0,10,2006,WD,Normal,146000
1095,RL,74,5868,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1956,2000,CBlock,No,936,GasA,Y,SBrkr,936,1,0,1,0,2,1,4,Typ,0,Attchd,1956,1,308,Y,0,0,80,0,160,0,NA,0,5,2010,WD,Normal,129000
1096,RL,78,9317,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2006,2006,PConc,No,1314,GasA,Y,SBrkr,1314,0,0,2,0,3,1,6,Typ,1,Attchd,2006,2,440,Y,0,22,0,0,0,0,NA,0,3,2007,WD,Normal,176432
1097,RM,60,6882,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,1914,2006,PConc,No,684,GasA,Y,SBrkr,1355,0,0,1,1,3,1,7,Typ,0,NA,NA,0,0,Y,136,0,115,0,0,0,NA,0,3,2007,WD,Normal,127000
1098,RL,NA,3696,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1986,1986,CBlock,No,1074,GasA,Y,SBrkr,1088,0,0,1,1,2,1,5,Typ,0,Attchd,1987,2,461,Y,0,74,137,0,0,0,NA,0,10,2007,WD,Normal,170000
1099,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1936,1950,BrkTil,No,672,GasA,Y,SBrkr,1324,0,0,1,0,3,1,6,Typ,0,Detchd,1936,1,240,Y,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,128000
1100,RL,82,11880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,1978,1978,CBlock,No,1271,GasA,Y,SBrkr,1601,0,0,2,0,3,1,7,Typ,1,Attchd,1978,2,478,Y,0,0,0,0,0,0,NA,0,4,2009,COD,Abnorml,157000
1101,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,1920,1950,CBlock,No,290,GasA,N,FuseF,438,0,0,1,0,1,1,3,Typ,0,Detchd,1930,1,246,N,0,0,0,0,0,0,NA,0,1,2009,WD,Normal,60000
1102,RL,61,9758,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,CBlock,No,950,GasA,Y,SBrkr,950,0,0,1,0,3,1,5,Typ,0,Detchd,1981,1,280,Y,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,119500
1103,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1960,2002,CBlock,No,1010,GasA,Y,SBrkr,1134,0,0,1,0,2,1,6,Typ,0,Attchd,1960,1,254,Y,0,16,0,0,0,0,NA,0,4,2007,WD,Family,135000
1104,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,CBlock,Mn,655,GasA,Y,SBrkr,1194,0,1,1,0,3,1,6,Typ,1,BuiltIn,1954,2,539,Y,0,0,192,0,0,0,NA,0,7,2006,WD,Normal,159500
1105,RM,24,2016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,1970,1970,CBlock,No,630,GasA,Y,SBrkr,1302,0,0,2,1,3,1,6,Typ,0,Detchd,1970,2,440,Y,0,0,0,0,0,0,NA,0,4,2007,WD,Normal,106000
1106,RL,98,12256,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1994,1995,PConc,Av,1463,GasA,Y,SBrkr,2622,1,0,2,1,3,1,9,Typ,2,Attchd,1994,2,712,Y,186,32,0,0,0,0,NA,0,4,2010,WD,Normal,325000
1107,RL,114,10357,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,1990,1991,PConc,Mn,910,GasA,Y,SBrkr,1442,1,0,2,0,3,1,6,Typ,1,Attchd,1990,2,719,Y,0,244,0,0,0,0,NA,0,5,2007,WD,Normal,179900
1108,RL,168,23257,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2006,2006,PConc,No,868,GasA,Y,SBrkr,2021,0,0,2,1,3,1,9,Typ,1,BuiltIn,2006,2,422,Y,0,100,0,0,0,0,NA,0,9,2006,New,Partial,274725
1109,RL,NA,8063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2000,2000,PConc,No,924,GasA,Y,SBrkr,1690,0,0,2,1,3,1,7,Typ,1,Attchd,2000,2,463,Y,100,48,0,0,0,0,NA,0,11,2007,WD,Abnorml,181000
1110,RL,107,11362,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2004,2005,PConc,Mn,1836,GasA,Y,SBrkr,1836,1,0,2,0,3,1,7,Typ,1,Attchd,2004,3,862,Y,125,185,0,0,0,0,NA,0,3,2009,WD,Normal,280000
1111,RL,NA,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1995,1996,PConc,No,773,GasA,Y,SBrkr,1658,1,0,2,1,3,1,8,Typ,1,Attchd,1995,2,431,Y,224,84,0,0,0,0,NA,0,6,2008,WD,Normal,188000
1112,RL,80,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1976,1976,CBlock,No,803,GasA,Y,SBrkr,1964,0,0,2,1,4,1,8,Typ,1,Attchd,1976,2,483,Y,0,69,0,0,0,0,NA,0,9,2008,WD,Normal,205000
1113,RL,73,7100,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1957,1957,CBlock,No,816,GasA,Y,FuseA,816,1,0,1,0,2,1,5,Typ,0,Detchd,1957,1,308,Y,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,129900
1114,RL,66,8923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1953,2006,CBlock,No,1008,GasA,Y,SBrkr,1008,1,0,1,0,2,1,6,Typ,0,Attchd,1953,1,240,Y,0,18,0,0,0,0,NA,0,5,2007,WD,Normal,134500
1115,RL,90,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1954,2000,CBlock,No,833,GasA,Y,SBrkr,833,0,0,1,0,2,1,4,Typ,0,Detchd,1955,1,326,Y,0,0,0,0,0,0,NA,0,8,2006,WD,Normal,117000
1116,RL,93,12085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2007,2007,PConc,No,1734,GasA,Y,SBrkr,1734,1,0,2,0,3,1,7,Typ,1,Attchd,2007,3,928,Y,0,0,0,0,0,0,NA,0,11,2007,New,Partial,318000
1117,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,2002,2002,PConc,No,408,GasA,Y,SBrkr,1419,1,0,2,1,3,1,7,Typ,1,BuiltIn,2002,2,527,Y,120,0,0,0,0,0,NA,0,3,2009,WD,Normal,184100
1118,RL,57,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1967,2003,CBlock,No,894,GasA,Y,SBrkr,894,1,0,1,0,3,1,5,Typ,0,Attchd,1967,2,450,Y,0,0,0,0,0,0,NA,0,5,2008,WD,Normal,130000
1119,RL,85,13825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1958,1987,CBlock,No,533,GasA,Y,SBrkr,1601,0,1,1,0,3,1,6,Min2,0,BuiltIn,1958,1,300,Y,280,34,0,0,0,0,NA,0,12,2008,WD,Normal,140000
1120,RL,70,7560,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,CBlock,No,1040,GasA,Y,FuseA,1040,0,0,1,0,3,1,6,Typ,0,Attchd,1959,1,286,Y,140,0,252,0,0,0,NA,0,7,2006,WD,Normal,133700
1121,RM,59,8263,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1920,1950,BrkTil,No,1012,GasA,Y,FuseA,1012,0,0,1,0,2,1,6,Typ,1,Detchd,1920,1,308,Y,0,22,112,0,0,0,NA,0,5,2007,WD,Normal,118400
1122,RL,84,10084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2005,2006,PConc,Av,1552,GasA,Y,SBrkr,1552,0,0,2,0,3,1,7,Typ,0,Attchd,2005,3,782,Y,144,20,0,0,0,0,NA,0,7,2006,New,Partial,212900
1123,RL,NA,8926,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1956,1956,CBlock,No,672,GasA,Y,FuseA,960,0,0,1,0,3,1,5,Typ,0,Basment,1956,1,288,Y,64,0,0,0,160,0,NA,0,10,2009,COD,Abnorml,112000
1124,RL,50,9405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1947,2008,CBlock,No,698,GasA,Y,SBrkr,698,0,1,1,0,2,1,4,Typ,0,NA,NA,0,0,Y,0,200,0,0,0,0,NA,0,6,2009,WD,Normal,118000
1125,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,1992,1992,PConc,No,384,GasA,Y,SBrkr,1482,0,0,2,1,3,1,7,Typ,1,Attchd,1992,2,392,Y,100,25,0,0,0,0,NA,0,7,2007,WD,Normal,163900
1126,RL,60,10434,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1955,1955,CBlock,No,1005,GasA,Y,SBrkr,1005,0,0,1,0,2,1,5,Typ,1,Detchd,1977,2,672,Y,0,0,0,0,0,0,NA,0,11,2009,WD,Normal,115000
1127,RL,53,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2007,2007,PConc,No,1373,GasA,Y,SBrkr,1555,0,0,2,0,2,1,7,Typ,1,Attchd,2007,3,660,Y,143,20,0,0,0,0,NA,0,6,2009,WD,Normal,174000
1128,RL,182,14572,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,2004,2004,PConc,Av,1530,GasA,Y,SBrkr,1530,1,0,2,0,3,1,7,Typ,1,Attchd,2004,3,630,Y,144,36,0,0,0,0,NA,0,11,2007,WD,Family,259000
1129,RL,59,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2004,2005,PConc,Av,847,GasA,Y,SBrkr,1959,0,0,2,1,4,1,8,Typ,1,BuiltIn,2004,2,434,Y,100,48,0,0,0,0,NA,0,7,2007,WD,Normal,215000
1130,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,1980,1980,CBlock,Gd,936,GasA,Y,SBrkr,936,1,0,1,0,2,1,4,Typ,0,Detchd,1980,2,672,Y,49,0,0,0,0,0,NA,0,8,2007,WD,Normal,140000
1131,RL,65,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1928,1950,BrkTil,No,1122,GasA,Y,SBrkr,1981,1,0,2,0,4,1,7,Min2,2,Detchd,1981,2,576,Y,431,44,0,0,0,0,NA,0,12,2009,WD,Normal,135000
1132,RL,63,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1991,1992,PConc,Mn,974,GasA,Y,SBrkr,974,0,0,1,0,3,1,5,Typ,0,NA,NA,0,0,Y,0,28,0,0,0,0,NA,0,9,2007,Oth,Abnorml,93500
1133,RM,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1880,1950,BrkTil,Mn,1008,GasW,Y,SBrkr,2210,0,0,2,0,5,1,8,Typ,0,Detchd,1930,1,205,N,0,48,0,0,0,0,NA,0,5,2007,WD,Normal,117500
1134,RL,80,9828,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1995,1995,PConc,No,1128,GasA,Y,SBrkr,2020,0,0,2,1,3,1,8,Typ,1,Attchd,1995,2,466,Y,0,155,0,0,0,0,NA,0,6,2009,WD,Normal,239500
1135,RL,57,8773,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1997,1997,PConc,Av,916,GasA,Y,SBrkr,1600,0,0,2,1,3,1,7,Typ,1,Attchd,1997,2,460,Y,100,38,0,0,0,0,NA,0,8,2007,WD,Normal,169000
1136,RM,60,6180,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1926,1950,BrkTil,No,960,GasA,N,SBrkr,986,0,0,1,0,2,1,5,Typ,1,Detchd,1926,1,180,Y,0,128,0,0,0,0,NA,0,5,2007,WD,Normal,102000
1137,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,1950,1950,CBlock,No,1032,GasA,Y,FuseA,1252,0,0,1,0,3,1,6,Typ,0,Attchd,1950,1,288,Y,0,0,96,0,0,0,NA,0,4,2008,WD,Abnorml,119000
1138,RL,54,6342,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,1875,1996,CBlock,No,780,GasA,N,SBrkr,1020,0,0,1,0,2,1,6,Typ,0,NA,NA,0,0,N,0,0,176,0,0,0,NA,0,5,2010,WD,Normal,94000
1139,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,1977,1977,PConc,Gd,1567,GasA,Y,SBrkr,1567,1,0,2,0,2,1,5,Typ,2,Attchd,1977,2,714,Y,264,32,0,0,0,0,NA,0,5,2009,WD,Normal,196000
1140,RL,98,8731,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1920,1950,BrkTil,No,915,GasA,Y,SBrkr,1167,0,0,1,0,3,1,6,Maj1,1,Detchd,1972,2,495,Y,0,0,216,0,126,0,NA,0,5,2007,WD,Normal,144000
1141,RL,60,7350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1951,1951,CBlock,Mn,952,GasA,Y,SBrkr,952,1,0,1,0,2,1,4,Typ,0,Detchd,1988,2,840,Y,0,0,0,0,0,0,NA,0,6,2008,COD,Abnorml,139000
1142,RL,NA,10304,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,1976,1976,CBlock,No,780,GasA,Y,SBrkr,1868,1,0,2,1,4,1,9,Typ,1,Attchd,1976,2,484,Y,448,96,0,0,0,0,NA,0,10,2009,WD,Normal,197500
1143,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2006,2007,PConc,Gd,1466,GasA,Y,SBrkr,2828,1,0,3,0,4,1,11,Typ,1,BuiltIn,2006,3,1052,Y,125,144,0,0,0,0,NA,0,4,2007,New,Partial,424870
1144,RL,NA,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1959,1959,CBlock,No,1006,GasA,Y,SBrkr,1006,0,0,1,0,3,1,5,Typ,0,NA,NA,0,0,Y,0,24,0,0,0,0,NA,0,7,2008,WD,Normal,80000
1145,RL,60,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,1941,1950,BrkTil,No,672,Grav,N,FuseA,924,1,0,1,0,2,1,5,Typ,0,Detchd,1941,1,280,Y,0,0,0,0,0,0,NA,0,7,2010,WD,Normal,80000
1146,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1928,1950,BrkTil,No,1042,GasA,Y,SBrkr,1576,0,0,1,0,3,1,8,Typ,1,Detchd,1928,1,225,Y,0,0,0,0,0,0,NA,0,8,2006,WD,Family,149000
1147,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1985,1985,CBlock,No,1298,GasA,Y,SBrkr,1298,1,0,2,0,3,1,5,Typ,1,Attchd,1985,2,403,Y,165,26,0,0,0,0,NA,0,5,2006,WD,Normal,180000
1148,RL,75,12000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,1941,1950,CBlock,No,704,GasA,Y,SBrkr,1564,0,0,1,1,3,1,7,Typ,1,Attchd,1941,1,234,Y,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,174500
1149,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1926,1950,PConc,No,572,GasA,Y,SBrkr,1111,0,0,1,0,2,1,5,Typ,1,Detchd,1982,1,288,Y,0,0,176,0,0,0,NA,0,8,2008,WD,Normal,116900
1150,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,1920,1988,PConc,No,650,GasA,Y,SBrkr,1482,0,1,1,0,3,1,7,Typ,0,Detchd,1930,2,324,Y,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,143000
1151,RL,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1950,1950,CBlock,No,932,GasA,Y,FuseA,932,0,0,1,0,2,1,4,Typ,1,Attchd,1950,1,306,Y,0,0,214,0,0,0,NA,0,11,2007,WD,Normal,124000
1152,RL,134,17755,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1959,1959,CBlock,No,1466,GasA,Y,SBrkr,1466,0,0,1,1,3,1,6,Typ,2,Attchd,1959,2,528,Y,0,140,0,0,100,0,NA,0,11,2006,WD,Normal,149900
1153,RL,90,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1956,2004,PConc,No,1073,GasA,Y,SBrkr,1811,0,0,1,0,2,1,6,Typ,1,Attchd,1956,2,470,Y,0,0,280,0,0,0,NA,0,7,2006,WD,Abnorml,230000
1154,RM,NA,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1930,2007,BrkTil,Av,816,GasA,Y,SBrkr,816,0,0,1,0,2,1,5,Typ,0,Detchd,2002,1,432,Y,0,0,96,0,0,0,NA,0,6,2008,WD,Normal,120500
1155,RL,NA,13700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,1965,1988,CBlock,Gd,864,GasA,Y,SBrkr,1820,0,0,1,2,4,1,8,Typ,2,Attchd,1965,2,492,Y,60,84,0,0,273,0,NA,0,5,2008,WD,Normal,201800
1156,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,1976,2004,CBlock,Gd,1437,GasA,Y,SBrkr,1437,1,0,2,0,3,1,6,Typ,1,Attchd,1976,2,528,Y,0,21,0,0,180,0,NA,0,7,2007,WD,Normal,218000
1157,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1965,1999,PConc,Gd,1219,GasA,Y,SBrkr,1265,0,1,2,0,3,1,6,Typ,1,Attchd,1965,2,502,Y,0,92,0,96,0,0,NA,0,10,2008,WD,Normal,179900
1158,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,2007,2008,PConc,No,1314,GasA,Y,SBrkr,1314,1,0,2,0,2,1,6,Typ,1,Attchd,2008,2,626,Y,172,62,0,0,0,0,NA,0,7,2009,WD,Normal,230000
1159,RL,92,11932,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,2007,2008,PConc,No,1580,GasA,Y,SBrkr,1580,0,0,2,0,3,1,7,Typ,0,Attchd,2008,3,830,Y,0,24,0,0,0,0,NA,0,6,2008,ConLD,Partial,235128
1160,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1974,1974,CBlock,No,901,GasA,Y,SBrkr,1876,0,0,2,1,4,1,8,Typ,1,Attchd,1974,2,540,Y,0,69,0,0,0,0,NA,0,7,2008,WD,Normal,185000
1161,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,1978,1978,CBlock,No,855,GasA,Y,SBrkr,1456,0,0,2,1,3,1,7,Typ,1,Attchd,1978,2,440,Y,26,0,0,0,0,0,NA,0,7,2010,WD,Normal,146000
1162,RL,NA,14778,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,1954,2006,CBlock,No,1296,GasA,Y,SBrkr,1640,1,0,1,0,3,1,7,Typ,1,Detchd,1993,2,924,Y,108,0,0,216,0,0,NA,0,11,2008,WD,Normal,224000
1163,RL,109,8724,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1968,1968,CBlock,No,894,GasA,Y,SBrkr,894,0,0,1,0,3,1,5,Typ,1,Attchd,1968,2,450,Y,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,129000
1164,RL,60,12900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,1969,1969,CBlock,Av,1198,GasA,Y,SBrkr,1258,2,0,0,2,0,2,6,Typ,0,CarPort,1969,2,400,Y,120,0,0,0,0,0,NA,0,1,2008,WD,Alloca,108959
1165,RL,NA,16157,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,1978,1978,PConc,Gd,1360,GasA,Y,SBrkr,1432,1,0,1,1,2,1,5,Typ,1,Attchd,1978,2,588,Y,168,180,0,0,0,0,NA,0,6,2007,WD,Normal,194000
